日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊,扩散指数
2020/2/2,奥地利,0,0,0,0,0,0,0,0
2020/2/3,奥地利,0,0,0,0,0,0,0,0
2020/2/4,奥地利,0,0,0,0,0,0,0,0
2020/2/5,奥地利,0,0,0,0,0,0,0,0
2020/2/6,奥地利,0,0,0,0,0,0,0,0
2020/2/7,奥地利,0,0,0,0,0,0,0,0
2020/2/8,奥地利,0,0,0,0,0,0,0,0
2020/2/9,奥地利,0,0,0,0,0,0,0,0
2020/2/10,奥地利,0,0,0,0,0,0,0,0
2020/2/11,奥地利,0,0,0,0,0,0,0,0
2020/2/12,奥地利,0,0,0,0,0,0,0,0
2020/2/13,奥地利,0,0,0,0,0,0,0,0
2020/2/14,奥地利,0,0,0,0,0,0,0,0
2020/2/15,奥地利,0,0,0,0,0,0,0,0
2020/2/16,奥地利,0,0,0,0,0,0,0,0
2020/2/17,奥地利,0,0,0,0,0,0,0,0
2020/2/18,奥地利,0,0,0,0,0,0,0,0
2020/2/19,奥地利,0,0,0,0,0,0,0,0
2020/2/20,奥地利,0,0,0,0,0,0,0,0
2020/2/21,奥地利,0,0,0,0,0,0,0,0
2020/2/22,奥地利,0,0,0,0,0,0,0,0
2020/2/23,奥地利,0,0,0,0,0,0,0,0
2020/2/24,奥地利,0,0,0,0,0,0,0,0
2020/2/25,奥地利,2,0,0,2,0,0,2,0
2020/2/26,奥地利,2,0,0,0,0,0,2,0
2020/2/27,奥地利,3,0,0,1,0,0,3,0.5
2020/2/28,奥地利,5,0,0,2,0,0,5,0.666666667
2020/2/29,奥地利,10,0,0,5,0,0,10,1
2020/3/1,奥地利,14,0,0,4,0,0,14,0.4
2020/3/2,奥地利,16,0,0,2,0,0,16,0.142857143
2020/3/3,奥地利,24,0,0,8,0,0,24,0.5
2020/3/4,奥地利,24,0,0,0,0,0,24,0
2020/3/5,奥地利,41,0,0,17,0,0,41,0.708333333
2020/3/6,奥地利,55,0,0,14,0,0,55,0.341463415
2020/3/7,奥地利,79,0,0,24,0,0,79,0.436363636
2020/3/8,奥地利,104,0,0,25,0,0,104,0.316455696
2020/3/9,奥地利,131,2,0,27,2,0,129,0.259615385
2020/3/10,奥地利,182,4,0,51,2,0,178,0.395348837
2020/3/11,奥地利,246,4,0,64,0,0,242,0.359550562
2020/3/12,奥地利,361,4,1,115,0,1,356,0.475206612
2020/3/13,奥地利,504,6,1,143,2,0,497,0.401685393
2020/3/14,奥地利,655,6,1,151,0,0,648,0.303822938
2020/3/15,奥地利,860,6,2,205,0,1,852,0.316358025
2020/3/16,奥地利,1016,6,3,156,0,1,1007,0.183098592
2020/3/17,奥地利,1332,9,3,316,3,0,1320,0.313803376
2020/3/18,奥地利,1646,9,4,314,0,1,1633,0.237878788
2020/3/19,奥地利,2179,9,6,533,0,2,2164,0.326393141
2020/3/20,奥地利,2649,9,6,470,0,0,2634,0.217190388
2020/3/21,奥地利,2695,9,7,46,0,1,2679,0.017463933
2020/3/22,奥地利,3244,9,16,549,0,9,3219,0.204927212
2020/3/23,奥地利,3924,9,21,680,0,5,3894,0.211245728
2020/3/24,奥地利,4876,9,28,952,0,7,4839,0.244478685
2020/3/25,奥地利,5560,9,30,684,0,2,5521,0.141351519
2020/3/26,奥地利,6001,9,42,441,0,12,5950,0.079876834
2020/3/27,奥地利,7557,9,49,1556,0,7,7499,0.261512605
2020/3/28,奥地利,8271,225,68,714,216,19,7978,0.095212695
2020/3/29,奥地利,8774,479,86,503,254,18,8209,0.063048383
2020/3/30,奥地利,9618,636,108,844,157,22,8874,0.102813985
2020/3/31,奥地利,10180,1095,128,562,459,20,8957,0.06333108
2020/4/1,奥地利,10711,1436,146,531,341,18,9129,0.059283242
2020/4/2,奥地利,11129,1749,158,418,313,12,9222,0.045788148
2020/4/3,奥地利,11506,2022,168,377,273,10,9316,0.040880503
2020/4/4,奥地利,11781,2507,186,275,485,18,9088,0.029519107
2020/2/2,澳大利亚,12,2,0,0,0,0,10,0
2020/2/3,澳大利亚,12,2,0,0,0,0,10,0
2020/2/4,澳大利亚,13,2,0,1,0,0,11,0.1
2020/2/5,澳大利亚,14,2,0,1,0,0,12,0.090909091
2020/2/6,澳大利亚,15,5,0,1,3,0,10,0.083333333
2020/2/7,澳大利亚,15,5,0,0,0,0,10,0
2020/2/8,澳大利亚,15,5,0,0,0,0,10,0
2020/2/9,澳大利亚,15,5,0,0,0,0,10,0
2020/2/10,澳大利亚,15,5,0,0,0,0,10,0
2020/2/11,澳大利亚,15,5,0,0,0,0,10,0
2020/2/12,澳大利亚,15,5,0,0,0,0,10,0
2020/2/13,澳大利亚,15,5,0,0,0,0,10,0
2020/2/14,澳大利亚,15,5,0,0,0,0,10,0
2020/2/15,澳大利亚,15,5,0,0,0,0,10,0
2020/2/16,澳大利亚,15,5,0,0,0,0,10,0
2020/2/17,澳大利亚,15,5,0,0,0,0,10,0
2020/2/18,澳大利亚,15,5,0,0,0,0,10,0
2020/2/19,澳大利亚,15,5,0,0,0,0,10,0
2020/2/20,澳大利亚,17,5,0,2,0,0,12,0.2
2020/2/21,澳大利亚,17,5,0,0,0,0,12,0
2020/2/22,澳大利亚,17,5,0,0,0,0,12,0
2020/2/23,澳大利亚,22,10,0,5,5,0,12,0.416666667
2020/2/24,澳大利亚,22,10,0,0,0,0,12,0
2020/2/25,澳大利亚,23,15,0,1,5,0,8,0.083333333
2020/2/26,澳大利亚,23,15,0,0,0,0,8,0
2020/2/27,澳大利亚,23,15,0,0,0,0,8,0
2020/2/28,澳大利亚,25,15,0,2,0,0,10,0.25
2020/2/29,澳大利亚,25,15,0,0,0,0,10,0
2020/3/1,澳大利亚,28,15,1,3,0,1,12,0.3
2020/3/2,澳大利亚,33,15,1,5,0,0,17,0.416666667
2020/3/3,澳大利亚,40,21,1,7,6,0,18,0.411764706
2020/3/4,澳大利亚,44,21,2,4,0,1,21,0.222222222
2020/3/5,澳大利亚,60,21,2,16,0,0,37,0.761904762
2020/3/6,澳大利亚,64,21,2,4,0,0,41,0.108108108
2020/3/7,澳大利亚,74,21,3,10,0,1,50,0.243902439
2020/3/8,澳大利亚,83,21,3,9,0,0,59,0.18
2020/3/9,澳大利亚,101,22,3,18,1,0,76,0.305084746
2020/3/10,澳大利亚,117,22,3,16,0,0,92,0.210526316
2020/3/11,澳大利亚,128,24,3,11,2,0,101,0.119565217
2020/3/12,澳大利亚,159,24,3,31,0,0,132,0.306930693
2020/3/13,澳大利亚,159,24,3,0,0,0,132,0
2020/3/14,澳大利亚,236,24,3,77,0,0,209,0.583333333
2020/3/15,澳大利亚,272,24,5,36,0,2,243,0.172248804
2020/3/16,澳大利亚,368,27,6,96,3,1,335,0.395061728
2020/3/17,澳大利亚,449,27,6,81,0,0,416,0.241791045
2020/3/18,澳大利亚,596,27,6,147,0,0,563,0.353365385
2020/3/19,澳大利亚,636,27,6,40,0,0,603,0.071047957
2020/3/20,澳大利亚,929,46,7,293,19,1,876,0.485903814
2020/3/21,澳大利亚,1051,46,7,122,0,0,998,0.139269406
2020/3/22,澳大利亚,1609,46,7,558,0,0,1556,0.559118236
2020/3/23,澳大利亚,1887,118,7,278,72,0,1762,0.178663239
2020/3/24,澳大利亚,2317,118,8,430,0,1,2191,0.244040863
2020/3/25,澳大利亚,2423,118,8,106,0,0,2297,0.048379735
2020/3/26,澳大利亚,2985,170,12,562,52,4,2803,0.244666957
2020/3/27,澳大利亚,3143,170,13,158,0,1,2960,0.056368177
2020/3/28,澳大利亚,3809,170,14,666,0,1,3625,0.225
2020/3/29,澳大利亚,4148,244,16,339,74,2,3888,0.093517241
2020/3/30,澳大利亚,4361,257,17,213,13,1,4087,0.054783951
2020/3/31,澳大利亚,4559,358,18,198,101,1,4183,0.048446293
2020/4/1,澳大利亚,4862,422,20,303,64,2,4420,0.072436051
2020/4/2,澳大利亚,5116,520,24,254,98,4,4572,0.057466063
2020/4/3,澳大利亚,5330,649,28,214,129,4,4653,0.046806649
2020/4/4,澳大利亚,5500,701,30,170,52,2,4769,0.036535568
2020/2/2,巴西,0,0,0,0,0,0,0,0
2020/2/3,巴西,0,0,0,0,0,0,0,0
2020/2/4,巴西,0,0,0,0,0,0,0,0
2020/2/5,巴西,0,0,0,0,0,0,0,0
2020/2/6,巴西,0,0,0,0,0,0,0,0
2020/2/7,巴西,0,0,0,0,0,0,0,0
2020/2/8,巴西,0,0,0,0,0,0,0,0
2020/2/9,巴西,0,0,0,0,0,0,0,0
2020/2/10,巴西,0,0,0,0,0,0,0,0
2020/2/11,巴西,0,0,0,0,0,0,0,0
2020/2/12,巴西,0,0,0,0,0,0,0,0
2020/2/13,巴西,0,0,0,0,0,0,0,0
2020/2/14,巴西,0,0,0,0,0,0,0,0
2020/2/15,巴西,0,0,0,0,0,0,0,0
2020/2/16,巴西,0,0,0,0,0,0,0,0
2020/2/17,巴西,0,0,0,0,0,0,0,0
2020/2/18,巴西,0,0,0,0,0,0,0,0
2020/2/19,巴西,0,0,0,0,0,0,0,0
2020/2/20,巴西,0,0,0,0,0,0,0,0
2020/2/21,巴西,0,0,0,0,0,0,0,0
2020/2/22,巴西,0,0,0,0,0,0,0,0
2020/2/23,巴西,0,0,0,0,0,0,0,0
2020/2/24,巴西,0,0,0,0,0,0,0,0
2020/2/25,巴西,0,0,0,0,0,0,0,0
2020/2/26,巴西,1,0,0,1,0,0,1,0
2020/2/27,巴西,1,0,0,0,0,0,1,0
2020/2/28,巴西,1,0,0,0,0,0,1,0
2020/2/29,巴西,2,0,0,1,0,0,2,1
2020/3/1,巴西,2,0,0,0,0,0,2,0
2020/3/2,巴西,2,0,0,0,0,0,2,0
2020/3/3,巴西,2,0,0,0,0,0,2,0
2020/3/4,巴西,3,0,0,1,0,0,3,0.5
2020/3/5,巴西,8,0,0,5,0,0,8,1.666666667
2020/3/6,巴西,13,0,0,5,0,0,13,0.625
2020/3/7,巴西,19,0,0,6,0,0,19,0.461538462
2020/3/8,巴西,25,0,0,6,0,0,25,0.315789474
2020/3/9,巴西,25,0,0,0,0,0,25,0
2020/3/10,巴西,34,0,0,9,0,0,34,0.36
2020/3/11,巴西,52,0,0,18,0,0,52,0.529411765
2020/3/12,巴西,77,0,0,25,0,0,77,0.480769231
2020/3/13,巴西,98,0,0,21,0,0,98,0.272727273
2020/3/14,巴西,151,0,0,53,0,0,151,0.540816327
2020/3/15,巴西,176,0,0,25,0,0,176,0.165562914
2020/3/16,巴西,200,0,0,24,0,0,200,0.136363636
2020/3/17,巴西,290,0,1,90,0,1,289,0.45
2020/3/18,巴西,514,0,4,224,0,3,510,0.775086505
2020/3/19,巴西,514,0,4,0,0,0,510,0
2020/3/20,巴西,970,2,11,456,2,7,957,0.894117647
2020/3/21,巴西,1128,2,18,158,0,7,1108,0.165099269
2020/3/22,巴西,1546,2,25,418,0,7,1519,0.377256318
2020/3/23,巴西,1891,2,34,345,0,9,1855,0.227123107
2020/3/24,巴西,2201,2,46,310,0,12,2153,0.167115903
2020/3/25,巴西,2433,2,57,232,0,11,2374,0.107756619
2020/3/26,巴西,2915,2,57,482,0,0,2856,0.203032856
2020/3/27,巴西,3417,6,92,502,4,35,3319,0.175770308
2020/3/28,巴西,3904,6,111,487,0,19,3787,0.146730943
2020/3/29,巴西,4256,6,136,352,0,25,4114,0.092949564
2020/3/30,巴西,4630,120,163,374,114,27,4347,0.090909091
2020/3/31,巴西,5717,127,201,1087,7,38,5389,0.250057511
2020/4/1,巴西,6836,127,240,1119,0,39,6469,0.207645203
2020/4/2,巴西,8044,127,324,1208,0,84,7593,0.186736744
2020/4/3,巴西,9194,127,363,1150,0,39,8704,0.151455288
2020/4/4,巴西,10360,127,445,1166,0,82,9788,0.133961397
2020/2/2,比利时,0,0,0,0,0,0,0,0
2020/2/3,比利时,0,0,0,0,0,0,0,0
2020/2/4,比利时,1,0,0,1,0,0,1,0
2020/2/5,比利时,1,0,0,0,0,0,1,0
2020/2/6,比利时,1,0,0,0,0,0,1,0
2020/2/7,比利时,1,0,0,0,0,0,1,0
2020/2/8,比利时,1,0,0,0,0,0,1,0
2020/2/9,比利时,1,0,0,0,0,0,1,0
2020/2/10,比利时,1,0,0,0,0,0,1,0
2020/2/11,比利时,1,0,0,0,0,0,1,0
2020/2/12,比利时,1,0,0,0,0,0,1,0
2020/2/13,比利时,1,0,0,0,0,0,1,0
2020/2/14,比利时,1,0,0,0,0,0,1,0
2020/2/15,比利时,1,0,0,0,0,0,1,0
2020/2/16,比利时,1,0,0,0,0,0,1,0
2020/2/17,比利时,1,0,0,0,0,0,1,0
2020/2/18,比利时,1,1,0,0,1,0,0,0
2020/2/19,比利时,1,1,0,0,0,0,0,0
2020/2/20,比利时,1,1,0,0,0,0,0,0
2020/2/21,比利时,1,1,0,0,0,0,0,0
2020/2/22,比利时,1,1,0,0,0,0,0,0
2020/2/23,比利时,1,1,0,0,0,0,0,0
2020/2/24,比利时,1,1,0,0,0,0,0,0
2020/2/25,比利时,1,1,0,0,0,0,0,0
2020/2/26,比利时,1,1,0,0,0,0,0,0
2020/2/27,比利时,1,1,0,0,0,0,0,0
2020/2/28,比利时,1,1,0,0,0,0,0,0
2020/2/29,比利时,1,1,0,0,0,0,0,0
2020/3/1,比利时,2,1,0,1,0,0,1,0
2020/3/2,比利时,8,1,0,6,0,0,7,6
2020/3/3,比利时,13,1,0,5,0,0,12,0.714285714
2020/3/4,比利时,23,1,0,10,0,0,22,0.833333333
2020/3/5,比利时,50,1,0,27,0,0,49,1.227272727
2020/3/6,比利时,109,1,0,59,0,0,108,1.204081633
2020/3/7,比利时,169,1,0,60,0,0,168,0.555555556
2020/3/8,比利时,200,1,0,31,0,0,199,0.18452381
2020/3/9,比利时,239,1,0,39,0,0,238,0.195979899
2020/3/10,比利时,267,1,0,28,0,0,266,0.117647059
2020/3/11,比利时,314,1,3,47,0,3,310,0.176691729
2020/3/12,比利时,399,1,3,85,0,0,395,0.274193548
2020/3/13,比利时,556,1,3,157,0,0,552,0.397468354
2020/3/14,比利时,689,1,4,133,0,1,684,0.240942029
2020/3/15,比利时,886,1,4,197,0,0,881,0.288011696
2020/3/16,比利时,1085,1,4,199,0,0,1080,0.225879682
2020/3/17,比利时,1243,1,10,158,0,6,1232,0.146296296
2020/3/18,比利时,1486,1,14,243,0,4,1471,0.19724026
2020/3/19,比利时,1795,1,21,309,0,7,1773,0.210061183
2020/3/20,比利时,2257,1,37,462,0,16,2219,0.260575296
2020/3/21,比利时,2815,1,67,558,0,30,2747,0.251464624
2020/3/22,比利时,3401,1,75,586,0,8,3325,0.213323626
2020/3/23,比利时,3743,350,88,342,349,13,3305,0.102857143
2020/3/24,比利时,4269,350,122,526,0,34,3797,0.159152799
2020/3/25,比利时,4937,350,122,668,0,0,4465,0.175928364
2020/3/26,比利时,6235,675,220,1298,325,98,5340,0.290705487
2020/3/27,比利时,7284,675,289,1049,0,69,6320,0.196441948
2020/3/28,比利时,9134,1063,353,1850,388,64,7718,0.292721519
2020/3/29,比利时,10836,1063,431,1702,0,78,9342,0.220523452
2020/3/30,比利时,11899,1527,513,1063,464,82,9859,0.113787198
2020/3/31,比利时,12775,1696,705,876,169,192,10374,0.088852825
2020/4/1,比利时,13964,2132,828,1189,436,123,11004,0.114613457
2020/4/2,比利时,15348,2495,1011,1384,363,183,11842,0.125772446
2020/4/3,比利时,16770,2872,1143,1422,377,132,12755,0.120081067
2020/4/4,比利时,18431,3247,1283,1661,375,140,13901,0.130223442
2020/2/2,丹麦,0,0,0,0,0,0,0,0
2020/2/3,丹麦,0,0,0,0,0,0,0,0
2020/2/4,丹麦,0,0,0,0,0,0,0,0
2020/2/5,丹麦,0,0,0,0,0,0,0,0
2020/2/6,丹麦,0,0,0,0,0,0,0,0
2020/2/7,丹麦,0,0,0,0,0,0,0,0
2020/2/8,丹麦,0,0,0,0,0,0,0,0
2020/2/9,丹麦,0,0,0,0,0,0,0,0
2020/2/10,丹麦,0,0,0,0,0,0,0,0
2020/2/11,丹麦,0,0,0,0,0,0,0,0
2020/2/12,丹麦,0,0,0,0,0,0,0,0
2020/2/13,丹麦,0,0,0,0,0,0,0,0
2020/2/14,丹麦,0,0,0,0,0,0,0,0
2020/2/15,丹麦,0,0,0,0,0,0,0,0
2020/2/16,丹麦,0,0,0,0,0,0,0,0
2020/2/17,丹麦,0,0,0,0,0,0,0,0
2020/2/18,丹麦,0,0,0,0,0,0,0,0
2020/2/19,丹麦,0,0,0,0,0,0,0,0
2020/2/20,丹麦,0,0,0,0,0,0,0,0
2020/2/21,丹麦,0,0,0,0,0,0,0,0
2020/2/22,丹麦,0,0,0,0,0,0,0,0
2020/2/23,丹麦,0,0,0,0,0,0,0,0
2020/2/24,丹麦,0,0,0,0,0,0,0,0
2020/2/25,丹麦,0,0,0,0,0,0,0,0
2020/2/26,丹麦,0,0,0,0,0,0,0,0
2020/2/27,丹麦,1,0,0,1,0,0,1,0
2020/2/28,丹麦,2,0,0,1,0,0,2,1
2020/2/29,丹麦,3,0,0,1,0,0,3,0.5
2020/3/1,丹麦,3,0,0,0,0,0,3,0
2020/3/2,丹麦,4,0,0,1,0,0,4,0.333333333
2020/3/3,丹麦,10,0,0,6,0,0,10,1.5
2020/3/4,丹麦,15,0,0,5,0,0,15,0.5
2020/3/5,丹麦,20,0,0,5,0,0,20,0.333333333
2020/3/6,丹麦,23,0,0,3,0,0,23,0.15
2020/3/7,丹麦,27,0,0,4,0,0,27,0.173913043
2020/3/8,丹麦,35,0,0,8,0,0,35,0.296296296
2020/3/9,丹麦,90,1,0,55,1,0,89,1.571428571
2020/3/10,丹麦,262,1,0,172,0,0,261,1.93258427
2020/3/11,丹麦,514,1,0,252,0,0,513,0.965517241
2020/3/12,丹麦,674,1,0,160,0,0,673,0.311890838
2020/3/13,丹麦,801,1,0,127,0,0,800,0.188707281
2020/3/14,丹麦,827,1,0,26,0,0,826,0.0325
2020/3/15,丹麦,864,1,3,37,0,3,860,0.044794189
2020/3/16,丹麦,914,1,4,50,0,1,909,0.058139535
2020/3/17,丹麦,977,1,4,63,0,0,972,0.069306931
2020/3/18,丹麦,1117,1,4,140,0,0,1112,0.144032922
2020/3/19,丹麦,1225,1,6,108,0,2,1218,0.097122302
2020/3/20,丹麦,1255,1,9,30,0,3,1245,0.024630542
2020/3/21,丹麦,1326,1,13,71,0,4,1312,0.057028112
2020/3/22,丹麦,1395,1,13,69,0,0,1381,0.052591463
2020/3/23,丹麦,1460,1,24,65,0,11,1435,0.047067343
2020/3/24,丹麦,1591,1,32,131,0,8,1558,0.091289199
2020/3/25,丹麦,1724,1,34,133,0,2,1689,0.085365854
2020/3/26,丹麦,1877,1,41,153,0,7,1835,0.090586146
2020/3/27,丹麦,2199,1,41,322,0,0,2157,0.175476839
2020/3/28,丹麦,2366,1,65,167,0,24,2300,0.077422346
2020/3/29,丹麦,2395,1,72,29,0,7,2322,0.012608696
2020/3/30,丹麦,2755,73,77,360,72,5,2605,0.15503876
2020/3/31,丹麦,3039,77,90,284,4,13,2872,0.109021113
2020/4/1,丹麦,3290,971,104,251,894,14,2215,0.087395543
2020/4/2,丹麦,3573,1172,123,283,201,19,2278,0.127765237
2020/4/3,丹麦,3946,1287,139,373,115,16,2520,0.163740123
2020/4/4,丹麦,4269,1379,161,323,92,22,2729,0.128174603
2020/2/2,德国,10,0,0,0,0,0,10,0
2020/2/3,德国,12,0,0,2,0,0,12,0.2
2020/2/4,德国,12,0,0,0,0,0,12,0
2020/2/5,德国,12,0,0,0,0,0,12,0
2020/2/6,德国,13,0,0,1,0,0,13,0.083333333
2020/2/7,德国,13,0,0,0,0,0,13,0
2020/2/8,德国,13,0,0,0,0,0,13,0
2020/2/9,德国,14,0,0,1,0,0,14,0.076923077
2020/2/10,德国,14,0,0,0,0,0,14,0
2020/2/11,德国,14,0,0,0,0,0,14,0
2020/2/12,德国,16,0,0,2,0,0,16,0.142857143
2020/2/13,德国,16,1,0,0,1,0,15,0
2020/2/14,德国,16,1,0,0,0,0,15,0
2020/2/15,德国,16,1,0,0,0,0,15,0
2020/2/16,德国,16,1,0,0,0,0,15,0
2020/2/17,德国,16,7,0,0,6,0,9,0
2020/2/18,德国,16,7,0,0,0,0,9,0
2020/2/19,德国,16,7,0,0,0,0,9,0
2020/2/20,德国,16,7,0,0,0,0,9,0
2020/2/21,德国,16,7,0,0,0,0,9,0
2020/2/22,德国,16,7,0,0,0,0,9,0
2020/2/23,德国,16,14,0,0,7,0,2,0
2020/2/24,德国,16,14,0,0,0,0,2,0
2020/2/25,德国,18,14,0,2,0,0,4,1
2020/2/26,德国,27,14,0,9,0,0,13,2.25
2020/2/27,德国,48,14,0,21,0,0,34,1.615384615
2020/2/28,德国,62,14,0,14,0,0,48,0.411764706
2020/2/29,德国,115,16,0,53,2,0,99,1.104166667
2020/3/1,德国,130,16,0,15,0,0,114,0.151515152
2020/3/2,德国,157,16,0,27,0,0,141,0.236842105
2020/3/3,德国,196,16,0,39,0,0,180,0.276595745
2020/3/4,德国,344,16,0,148,0,0,328,0.822222222
2020/3/5,德国,500,16,0,156,0,0,484,0.475609756
2020/3/6,德国,639,16,0,139,0,0,623,0.287190083
2020/3/7,德国,795,16,0,156,0,0,779,0.250401284
2020/3/8,德国,1040,18,0,245,2,0,1022,0.314505777
2020/3/9,德国,1151,18,2,111,0,2,1131,0.108610568
2020/3/10,德国,1565,18,2,414,0,0,1545,0.366047745
2020/3/11,德国,1966,25,3,401,7,1,1938,0.259546926
2020/3/12,德国,2745,25,6,779,0,3,2714,0.401960784
2020/3/13,德国,3675,46,8,930,21,2,3621,0.342667649
2020/3/14,德国,4585,46,9,910,0,1,4530,0.251311792
2020/3/15,德国,5142,46,9,557,0,0,5087,0.122958057
2020/3/16,德国,6012,46,13,870,0,4,5953,0.171024179
2020/3/17,德国,9257,115,24,3245,69,11,9118,0.545103309
2020/3/18,德国,12327,115,28,3070,0,4,12184,0.336696644
2020/3/19,德国,15320,115,44,2993,0,16,15161,0.245650033
2020/3/20,德国,19848,180,68,4528,65,24,19600,0.298661038
2020/3/21,德国,22364,239,84,2516,59,16,22041,0.128367347
2020/3/22,德国,23921,266,92,1557,27,8,23563,0.070641078
2020/3/23,德国,29056,453,123,5135,187,31,28480,0.21792641
2020/3/24,德国,32986,3243,157,3930,2790,34,29586,0.137991573
2020/3/25,德国,37323,3547,206,4337,304,49,33570,0.146589603
2020/3/26,德国,43211,5678,262,5888,2131,56,37271,0.175394698
2020/3/27,德国,50871,6658,342,7660,980,80,43871,0.205521719
2020/3/28,德国,57695,8481,433,6824,1823,91,48781,0.155546944
2020/3/29,德国,62095,9211,525,4400,730,92,52359,0.090199053
2020/3/30,德国,66885,13500,645,4790,4289,120,52740,0.091483795
2020/3/31,德国,71808,16100,775,4923,2600,130,54933,0.09334471
2020/4/1,德国,77872,18700,920,6064,2600,145,58252,0.110389019
2020/4/2,德国,84794,22440,1107,6922,3740,187,61247,0.118828538
2020/4/3,德国,91159,24575,1275,6365,2135,168,65309,0.103923457
2020/4/4,德国,96092,26400,1444,4933,1825,169,68248,0.075533234
2020/2/2,俄罗斯,2,0,0,0,0,0,2,0
2020/2/3,俄罗斯,2,0,0,0,0,0,2,0
2020/2/4,俄罗斯,2,0,0,0,0,0,2,0
2020/2/5,俄罗斯,2,0,0,0,0,0,2,0
2020/2/6,俄罗斯,2,0,0,0,0,0,2,0
2020/2/7,俄罗斯,2,0,0,0,0,0,2,0
2020/2/8,俄罗斯,2,0,0,0,0,0,2,0
2020/2/9,俄罗斯,2,0,0,0,0,0,2,0
2020/2/10,俄罗斯,2,0,0,0,0,0,2,0
2020/2/11,俄罗斯,2,0,0,0,0,0,2,0
2020/2/12,俄罗斯,2,0,0,0,0,0,2,0
2020/2/13,俄罗斯,2,0,0,0,0,0,2,0
2020/2/14,俄罗斯,2,0,0,0,0,0,2,0
2020/2/15,俄罗斯,2,0,0,0,0,0,2,0
2020/2/16,俄罗斯,2,0,0,0,0,0,2,0
2020/2/17,俄罗斯,2,0,0,0,0,0,2,0
2020/2/18,俄罗斯,2,2,0,0,2,0,0,0
2020/2/19,俄罗斯,2,2,0,0,0,0,0,0
2020/2/20,俄罗斯,2,2,0,0,0,0,0,0
2020/2/21,俄罗斯,2,2,0,0,0,0,0,0
2020/2/22,俄罗斯,2,2,0,0,0,0,0,0
2020/2/23,俄罗斯,2,2,0,0,0,0,0,0
2020/2/24,俄罗斯,2,2,0,0,0,0,0,0
2020/2/25,俄罗斯,2,2,0,0,0,0,0,0
2020/2/26,俄罗斯,2,2,0,0,0,0,0,0
2020/2/27,俄罗斯,5,2,0,3,0,0,3,0
2020/2/28,俄罗斯,5,2,0,0,0,0,3,0
2020/2/29,俄罗斯,5,2,0,0,0,0,3,0
2020/3/1,俄罗斯,5,2,0,0,0,0,3,0
