日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊,扩散指数
2020/2/2,西班牙,0,0,0,0,0,0,0,0
2020/2/3,西班牙,0,0,0,0,0,0,0,0
2020/2/4,西班牙,1,0,0,1,0,0,1,0
2020/2/5,西班牙,1,0,0,0,0,0,1,0
2020/2/6,西班牙,1,0,0,0,0,0,1,0
2020/2/7,西班牙,1,0,0,0,0,0,1,0
2020/2/8,西班牙,1,0,0,0,0,0,1,0
2020/2/9,西班牙,2,0,0,1,0,0,2,1
2020/2/10,西班牙,2,0,0,0,0,0,2,0
2020/2/11,西班牙,2,0,0,0,0,0,2,0
2020/2/12,西班牙,2,0,0,0,0,0,2,0
2020/2/13,西班牙,2,0,0,0,0,0,2,0
2020/2/14,西班牙,2,0,0,0,0,0,2,0
2020/2/15,西班牙,2,0,0,0,0,0,2,0
2020/2/16,西班牙,2,0,0,0,0,0,2,0
2020/2/17,西班牙,2,0,0,0,0,0,2,0
2020/2/18,西班牙,2,0,0,0,0,0,2,0
2020/2/19,西班牙,2,0,0,0,0,0,2,0
2020/2/20,西班牙,2,0,0,0,0,0,2,0
2020/2/21,西班牙,2,0,0,0,0,0,2,0
2020/2/22,西班牙,2,0,0,0,0,0,2,0
2020/2/23,西班牙,2,0,0,0,0,0,2,0
2020/2/24,西班牙,3,2,0,1,2,0,1,0.5
2020/2/25,西班牙,7,2,0,4,0,0,5,4
2020/2/26,西班牙,13,2,0,6,0,0,11,1.2
2020/2/27,西班牙,13,2,0,0,0,0,11,0
2020/2/28,西班牙,41,2,0,28,0,0,39,2.545454545
2020/2/29,西班牙,58,2,0,17,0,0,56,0.435897436
2020/3/1,西班牙,74,2,0,16,0,0,72,0.285714286
2020/3/2,西班牙,124,3,0,50,1,0,121,0.694444444
2020/3/3,西班牙,165,3,1,41,0,1,161,0.338842975
2020/3/4,西班牙,193,3,1,28,0,0,189,0.173913043
2020/3/5,西班牙,248,3,2,55,0,1,243,0.291005291
2020/3/6,西班牙,387,3,5,139,0,3,379,0.572016461
2020/3/7,西班牙,516,30,10,129,27,5,476,0.340369393
2020/3/8,西班牙,674,30,17,158,0,7,627,0.331932773
2020/3/9,西班牙,1231,32,30,557,2,13,1169,0.888357257
2020/3/10,西班牙,1695,32,35,464,0,5,1628,0.396920445
2020/3/11,西班牙,2277,183,55,582,151,20,2039,0.357493857
2020/3/12,西班牙,3146,189,86,869,6,31,2871,0.426189308
2020/3/13,西班牙,4334,189,120,1188,0,34,4025,0.413793103
2020/3/14,西班牙,6393,571,195,2059,382,75,5627,0.511552795
2020/3/15,西班牙,7753,571,195,1360,0,0,6987,0.241691843
2020/3/16,西班牙,9191,571,309,1438,0,114,8311,0.205810791
2020/3/17,西班牙,11178,1028,491,1987,457,182,9659,0.239080736
2020/3/18,西班牙,14769,1081,638,3591,53,147,13050,0.371777617
2020/3/19,西班牙,17147,1081,767,2378,0,129,15299,0.182222222
2020/3/20,西班牙,21510,1588,1093,4363,507,326,18829,0.285182038
2020/3/21,西班牙,24926,1588,1326,3416,0,233,22012,0.181422274
2020/3/22,西班牙,28572,2575,1720,3646,987,394,24277,0.165636925
2020/3/23,西班牙,33089,3355,2182,4517,780,462,27552,0.186060881
2020/3/24,西班牙,42058,3355,2991,8969,0,809,35712,0.325529907
2020/3/25,西班牙,47610,3355,3434,5552,0,443,40821,0.15546595
2020/3/26,西班牙,56197,7015,4145,8587,3660,711,45037,0.210357414
2020/3/27,西班牙,65719,7015,4858,9522,0,713,53846,0.211426161
2020/3/28,西班牙,73232,12285,5982,7513,5270,1124,54965,0.139527542
2020/3/29,西班牙,80110,14709,6803,6878,2424,821,58598,0.125134176
2020/3/30,西班牙,87956,16780,7716,7846,2071,913,63460,0.133895355
2020/3/31,西班牙,95923,19259,8464,7967,2479,748,68200,0.12554365
2020/4/1,西班牙,104118,22647,9387,8195,3388,923,72084,0.12016129
2020/4/2,西班牙,112065,26743,10348,7947,4096,961,74974,0.110246379
2020/4/3,西班牙,119199,30513,11198,7134,3770,850,77488,0.095152986
2020/4/4,西班牙,124870,34219,11818,5671,3706,620,78833,0.073185526
2020/2/2,伊朗,0,0,0,0,0,0,0,0
2020/2/3,伊朗,0,0,0,0,0,0,0,0
2020/2/4,伊朗,0,0,0,0,0,0,0,0
2020/2/5,伊朗,0,0,0,0,0,0,0,0
2020/2/6,伊朗,0,0,0,0,0,0,0,0
2020/2/7,伊朗,0,0,0,0,0,0,0,0
2020/2/8,伊朗,0,0,0,0,0,0,0,0
2020/2/9,伊朗,0,0,0,0,0,0,0,0
2020/2/10,伊朗,0,0,0,0,0,0,0,0
2020/2/11,伊朗,0,0,0,0,0,0,0,0
2020/2/12,伊朗,0,0,0,0,0,0,0,0
2020/2/13,伊朗,0,0,0,0,0,0,0,0
2020/2/14,伊朗,0,0,0,0,0,0,0,0
2020/2/15,伊朗,0,0,0,0,0,0,0,0
2020/2/16,伊朗,0,0,0,0,0,0,0,0
2020/2/17,伊朗,0,0,0,0,0,0,0,0
2020/2/18,伊朗,0,0,0,0,0,0,0,0
2020/2/19,伊朗,2,0,0,2,0,0,2,0
2020/2/20,伊朗,5,0,2,3,0,2,3,1.5
2020/2/21,伊朗,18,0,4,13,0,2,14,4.333333333
2020/2/22,伊朗,28,0,6,10,0,2,22,0.714285714
2020/2/23,伊朗,43,0,12,15,0,6,31,0.681818182
2020/2/24,伊朗,61,0,12,18,0,0,49,0.580645161
2020/2/25,伊朗,95,0,16,34,0,4,79,0.693877551
2020/2/26,伊朗,139,0,19,44,0,3,120,0.556962025
2020/2/27,伊朗,270,49,26,131,49,7,195,1.091666667
2020/2/28,伊朗,388,49,34,118,0,8,305,0.605128205
2020/2/29,伊朗,593,123,43,205,74,9,427,0.672131148
2020/3/1,伊朗,978,123,54,385,0,11,801,0.901639344
2020/3/2,伊朗,1501,175,66,523,52,12,1260,0.652933833
2020/3/3,伊朗,2336,435,77,835,260,11,1824,0.662698413
2020/3/4,伊朗,2922,435,92,586,0,15,2395,0.32127193
2020/3/5,伊朗,3513,435,107,591,0,15,2971,0.246764092
2020/3/6,伊朗,4747,739,124,1234,304,17,3884,0.415348368
2020/3/7,伊朗,5823,1669,145,1076,930,21,4009,0.277033986
2020/3/8,伊朗,6566,2134,194,743,465,49,4238,0.185333001
2020/3/9,伊朗,7161,2394,237,595,260,43,4530,0.140396413
2020/3/10,伊朗,8042,2731,291,881,337,54,5020,0.194481236
2020/3/11,伊朗,9000,2959,354,958,228,63,5687,0.190836653
2020/3/12,伊朗,10075,3276,429,1075,317,75,6370,0.189027607
2020/3/13,伊朗,11364,3529,514,1289,253,85,7321,0.202354788
2020/3/14,伊朗,12729,4339,611,1365,810,97,7779,0.186449939
2020/3/15,伊朗,13938,4590,724,1209,251,113,8624,0.155418434
2020/3/16,伊朗,14991,4996,853,1053,406,129,9142,0.122101113
2020/3/17,伊朗,16169,5389,988,1178,393,135,9792,0.12885583
2020/3/18,伊朗,17361,5710,1135,1192,321,147,10516,0.121732026
2020/3/19,伊朗,18407,5979,1284,1046,269,149,11144,0.099467478
2020/3/20,伊朗,19644,6745,1433,1237,766,149,11466,0.111001436
2020/3/21,伊朗,20610,7635,1556,966,890,123,11419,0.084249084
2020/3/22,伊朗,21638,7913,1685,1028,278,129,12040,0.090025396
2020/3/23,伊朗,23049,8376,1812,1411,463,127,12861,0.117192691
2020/3/24,伊朗,24811,8913,1934,1762,537,122,13964,0.137003343
2020/3/25,伊朗,27017,9625,2077,2206,712,143,15315,0.157977657
2020/3/26,伊朗,29406,10457,2234,2389,832,157,16715,0.155990859
2020/3/27,伊朗,32332,11133,2378,2926,676,144,18821,0.175052348
2020/3/28,伊朗,35408,11679,2517,3076,546,139,21212,0.163434462
2020/3/29,伊朗,38309,12391,2640,2901,712,123,23278,0.13676221
2020/3/30,伊朗,41495,13911,2757,3186,1520,117,24827,0.136867428
2020/3/31,伊朗,44606,14656,2898,3111,745,141,27052,0.125307125
2020/4/1,伊朗,47593,15473,3036,2987,817,138,29084,0.110416975
2020/4/2,伊朗,50468,16711,3160,2875,1238,124,30597,0.098851602
2020/4/3,伊朗,53183,17935,3294,2715,1224,134,31954,0.08873419
2020/4/4,伊朗,55743,19736,3452,2560,1801,158,32555,0.080115166
2020/2/2,以色列,0,0,0,0,0,0,0,0
2020/2/3,以色列,0,0,0,0,0,0,0,0
2020/2/4,以色列,0,0,0,0,0,0,0,0
2020/2/5,以色列,0,0,0,0,0,0,0,0
2020/2/6,以色列,0,0,0,0,0,0,0,0
2020/2/7,以色列,0,0,0,0,0,0,0,0
2020/2/8,以色列,0,0,0,0,0,0,0,0
2020/2/9,以色列,0,0,0,0,0,0,0,0
2020/2/10,以色列,0,0,0,0,0,0,0,0
2020/2/11,以色列,0,0,0,0,0,0,0,0
2020/2/12,以色列,0,0,0,0,0,0,0,0
2020/2/13,以色列,0,0,0,0,0,0,0,0
2020/2/14,以色列,0,0,0,0,0,0,0,0
2020/2/15,以色列,0,0,0,0,0,0,0,0
2020/2/16,以色列,0,0,0,0,0,0,0,0
2020/2/17,以色列,0,0,0,0,0,0,0,0
2020/2/18,以色列,0,0,0,0,0,0,0,0
2020/2/19,以色列,0,0,0,0,0,0,0,0
2020/2/20,以色列,0,0,0,0,0,0,0,0
2020/2/21,以色列,1,0,0,1,0,0,1,0
2020/2/22,以色列,1,0,0,0,0,0,1,0
2020/2/23,以色列,2,0,0,1,0,0,2,1
2020/2/24,以色列,2,0,0,0,0,0,2,0
2020/2/25,以色列,6,0,0,4,0,0,6,2
2020/2/26,以色列,6,0,0,0,0,0,6,0
2020/2/27,以色列,6,1,0,0,1,0,5,0
2020/2/28,以色列,9,2,0,3,1,0,7,0.6
2020/2/29,以色列,9,2,0,0,0,0,7,0
2020/3/1,以色列,10,2,0,1,0,0,8,0.142857143
2020/3/2,以色列,12,2,0,2,0,0,10,0.25
2020/3/3,以色列,12,2,0,0,0,0,10,0
2020/3/4,以色列,15,2,0,3,0,0,13,0.3
2020/3/5,以色列,17,2,0,2,0,0,15,0.153846154
2020/3/6,以色列,21,2,0,4,0,0,19,0.266666667
2020/3/7,以色列,23,2,0,2,0,0,21,0.105263158
2020/3/8,以色列,39,2,0,16,0,0,37,0.761904762
2020/3/9,以色列,50,4,0,11,2,0,46,0.297297297
2020/3/10,以色列,75,4,0,25,0,0,71,0.543478261
2020/3/11,以色列,97,4,0,22,0,0,93,0.309859155
2020/3/12,以色列,109,4,0,12,0,0,105,0.129032258
2020/3/13,以色列,143,4,0,34,0,0,139,0.323809524
2020/3/14,以色列,195,14,0,52,10,0,181,0.374100719
2020/3/15,以色列,213,14,0,18,0,0,199,0.099447514
2020/3/16,以色列,344,14,0,131,0,0,330,0.658291457
2020/3/17,以色列,344,14,0,0,0,0,330,0
2020/3/18,以色列,433,14,0,89,0,0,419,0.26969697
2020/3/19,以色列,677,14,0,244,0,0,663,0.582338902
2020/3/20,以色列,705,14,1,28,0,1,690,0.042232278
2020/3/21,以色列,883,14,1,178,0,0,868,0.257971014
2020/3/22,以色列,1071,37,1,188,23,0,1033,0.216589862
2020/3/23,以色列,1442,37,1,371,0,0,1404,0.359148112
2020/3/24,以色列,1930,53,3,488,16,2,1874,0.347578348
2020/3/25,以色列,2369,58,5,439,5,2,2306,0.234258271
2020/3/26,以色列,2693,70,8,324,12,3,2615,0.140503036
2020/3/27,以色列,3035,79,12,342,9,4,2944,0.130783939
2020/3/28,以色列,3619,89,12,584,10,0,3518,0.198369565
2020/3/29,以色列,4247,132,15,628,43,3,4100,0.178510517
2020/3/30,以色列,4695,161,16,448,29,1,4518,0.109268293
2020/3/31,以色列,5358,224,20,663,63,4,5114,0.146746348
2020/4/1,以色列,6092,241,26,734,17,6,5825,0.143527571
2020/4/2,以色列,6857,338,36,765,97,10,6483,0.131330472
2020/4/3,以色列,7428,403,40,571,65,4,6985,0.088076508
2020/4/4,以色列,7851,427,44,423,24,4,7380,0.060558339
2020/2/2,意大利,2,0,0,0,0,0,2,0
2020/2/3,意大利,2,0,0,0,0,0,2,0
2020/2/4,意大利,2,0,0,0,0,0,2,0
2020/2/5,意大利,2,0,0,0,0,0,2,0
2020/2/6,意大利,2,0,0,0,0,0,2,0
2020/2/7,意大利,2,0,0,0,0,0,2,0
2020/2/8,意大利,3,0,0,1,0,0,3,0.5
2020/2/9,意大利,3,0,0,0,0,0,3,0
2020/2/10,意大利,3,0,0,0,0,0,3,0
2020/2/11,意大利,3,0,0,0,0,0,3,0
2020/2/12,意大利,3,0,0,0,0,0,3,0
2020/2/13,意大利,3,0,0,0,0,0,3,0
2020/2/14,意大利,3,0,0,0,0,0,3,0
2020/2/15,意大利,3,0,0,0,0,0,3,0
2020/2/16,意大利,3,0,0,0,0,0,3,0
2020/2/17,意大利,3,0,0,0,0,0,3,0
2020/2/18,意大利,3,0,0,0,0,0,3,0
2020/2/19,意大利,3,0,0,0,0,0,3,0
2020/2/20,意大利,3,0,0,0,0,0,3,0
2020/2/21,意大利,6,0,0,3,0,0,6,1
2020/2/22,意大利,79,0,2,73,0,2,77,12.16666667
2020/2/23,意大利,157,1,3,78,1,1,153,1.012987013
2020/2/24,意大利,229,1,7,72,0,4,221,0.470588235
2020/2/25,意大利,323,1,11,94,0,4,311,0.425339367
2020/2/26,意大利,470,3,12,147,2,1,455,0.47266881
2020/2/27,意大利,653,45,17,183,42,5,591,0.402197802
2020/2/28,意大利,888,46,21,235,1,4,821,0.397631134
2020/2/29,意大利,1128,50,29,240,4,8,1049,0.292326431
2020/3/1,意大利,1694,83,34,566,33,5,1577,0.539561487
2020/3/2,意大利,2036,149,52,342,66,18,1835,0.21686747
2020/3/3,意大利,2502,160,79,466,11,27,2263,0.253950954
2020/3/4,意大利,3089,160,107,587,0,28,2822,0.25939019
2020/3/5,意大利,3927,414,148,838,254,41,3365,0.296952516
2020/3/6,意大利,4680,523,197,753,109,49,3960,0.223774146
2020/3/7,意大利,5883,589,233,1203,66,36,5061,0.303787879
2020/3/8,意大利,7424,622,366,1541,33,133,6436,0.30448528
2020/3/9,意大利,9172,724,463,1748,102,97,7985,0.271597265
2020/3/10,意大利,10283,1004,631,1111,280,168,8648,0.13913588
2020/3/11,意大利,12462,1045,827,2179,41,196,10590,0.251965772
2020/3/12,意大利,15113,1258,1016,2651,213,189,12839,0.2503305
2020/3/13,意大利,17660,1439,1266,2547,181,250,14955,0.198379936
2020/3/14,意大利,21157,1966,1441,3497,527,175,17750,0.233834838
2020/3/15,意大利,24747,2335,1809,3590,369,368,20603,0.202253521
2020/3/16,意大利,27980,2749,2158,3233,414,349,23073,0.156918895
2020/3/17,意大利,31506,2941,2503,3526,192,345,26062,0.152819313
2020/3/18,意大利,35713,4025,2978,4207,1084,475,28710,0.161422761
2020/3/19,意大利,41035,4440,3405,5322,415,427,33190,0.185370951
2020/3/20,意大利,47021,5129,4032,5986,689,627,37860,0.180355529
2020/3/21,意大利,53578,6072,4825,6557,943,793,42681,0.173190703
2020/3/22,意大利,59138,7024,5476,5560,952,651,46638,0.130268738
2020/3/23,意大利,63927,7432,6077,4789,408,601,50418,0.102684506
2020/3/24,意大利,69176,8326,6820,5249,894,743,54030,0.104109643
2020/3/25,意大利,74386,9362,7503,5210,1036,683,57521,0.09642791
2020/3/26,意大利,80539,10361,8165,6153,999,662,62013,0.106969628
2020/3/27,意大利,86498,10950,9134,5959,589,969,66414,0.096092755
2020/3/28,意大利,92472,12384,10023,5974,1434,889,70065,0.089950914
2020/3/29,意大利,97689,13030,10779,5217,646,756,73880,0.074459431
2020/3/30,意大利,101739,14620,11591,4050,1590,812,75528,0.054818625
2020/3/31,意大利,105792,15729,12428,4053,1109,837,77635,0.053662218
2020/4/1,意大利,110574,16847,13155,4782,1118,727,80572,0.06159593
2020/4/2,意大利,115242,18278,13915,4668,1431,760,83049,0.057935759
2020/4/3,意大利,119827,19758,14681,4585,1480,766,85388,0.055208371
2020/4/4,意大利,124632,20996,15362,4805,1238,681,88274,0.056272544
2020/2/2,印度,3,0,0,0,0,0,3,0
2020/2/3,印度,3,0,0,0,0,0,3,0
2020/2/4,印度,3,0,0,0,0,0,3,0
2020/2/5,印度,3,0,0,0,0,0,3,0
2020/2/6,印度,3,0,0,0,0,0,3,0
2020/2/7,印度,3,0,0,0,0,0,3,0
2020/2/8,印度,3,0,0,0,0,0,3,0
2020/2/9,印度,3,0,0,0,0,0,3,0
2020/2/10,印度,3,0,0,0,0,0,3,0
2020/2/11,印度,3,0,0,0,0,0,3,0
2020/2/12,印度,3,0,0,0,0,0,3,0
2020/2/13,印度,3,0,0,0,0,0,3,0
2020/2/14,印度,3,0,0,0,0,0,3,0
2020/2/15,印度,3,0,0,0,0,0,3,0
2020/2/16,印度,3,0,0,0,0,0,3,0
2020/2/17,印度,3,0,0,0,0,0,3,0
2020/2/18,印度,3,3,0,0,3,0,0,0
2020/2/19,印度,3,3,0,0,0,0,0,0
2020/2/20,印度,3,3,0,0,0,0,0,0
2020/2/21,印度,3,3,0,0,0,0,0,0
2020/2/22,印度,3,3,0,0,0,0,0,0
2020/2/23,印度,3,3,0,0,0,0,0,0
2020/2/24,印度,3,3,0,0,0,0,0,0
2020/2/25,印度,3,3,0,0,0,0,0,0
2020/2/26,印度,3,3,0,0,0,0,0,0
2020/2/27,印度,3,3,0,0,0,0,0,0
2020/2/28,印度,3,3,0,0,0,0,0,0
2020/2/29,印度,3,3,0,0,0,0,0,0
2020/3/1,印度,3,3,0,0,0,0,0,0
2020/3/2,印度,5,3,0,2,0,0,2,0
2020/3/3,印度,11,3,0,6,0,0,8,3
2020/3/4,印度,29,3,0,18,0,0,26,2.25
2020/3/5,印度,30,3,0,1,0,0,27,0.038461538
2020/3/6,印度,31,3,0,1,0,0,28,0.037037037
2020/3/7,印度,34,3,0,3,0,0,31,0.107142857
2020/3/8,印度,40,3,0,6,0,0,37,0.193548387
2020/3/9,印度,47,4,0,7,1,0,43,0.189189189
2020/3/10,印度,61,4,0,14,0,0,57,0.325581395
2020/3/11,印度,68,4,0,7,0,0,64,0.122807018
2020/3/12,印度,74,4,0,6,0,0,70,0.09375
2020/3/13,印度,81,4,1,7,0,1,76,0.1
2020/3/14,印度,84,10,2,3,6,1,72,0.039473684
2020/3/15,印度,110,13,2,26,3,0,95,0.361111111
2020/3/16,印度,117,13,2,7,0,0,102,0.073684211
2020/3/17,印度,137,13,3,20,0,1,121,0.196078431
2020/3/18,印度,151,13,3,14,0,0,135,0.115702479
2020/3/19,印度,173,13,4,22,0,1,156,0.162962963
2020/3/20,印度,223,20,5,50,7,1,198,0.320512821
2020/3/21,印度,315,23,5,92,3,0,287,0.464646465
2020/3/22,印度,396,23,6,81,0,1,367,0.282229965
2020/3/23,印度,471,24,8,75,1,2,439,0.204359673
2020/3/24,印度,536,40,9,65,16,1,487,0.148063781
2020/3/25,印度,606,42,10,70,2,1,554,0.143737166
2020/3/26,印度,694,44,16,88,2,6,634,0.158844765
2020/3/27,印度,887,73,20,193,29,4,794,0.304416404
2020/3/28,印度,987,84,24,100,11,4,879,0.125944584
2020/3/29,印度,1024,95,27,37,11,3,902,0.042093288
2020/3/30,印度,1251,102,32,227,7,5,1117,0.251662971
2020/3/31,印度,1397,123,35,146,21,3,1239,0.130707252
2020/4/1,印度,1998,148,58,601,25,23,1792,0.485068604
2020/4/2,印度,2543,191,72,545,43,14,2280,0.304129464
2020/4/3,印度,2567,192,72,24,1,0,2303,0.010526316
2020/4/4,印度,3588,229,86,1021,37,14,3273,0.443334781
2020/2/2,英国,2,0,0,0,0,0,2,0
2020/2/3,英国,2,0,0,0,0,0,2,0
2020/2/4,英国,2,0,0,0,0,0,2,0
2020/2/5,英国,2,0,0,0,0,0,2,0
2020/2/6,英国,3,0,0,1,0,0,3,0.5
2020/2/7,英国,3,0,0,0,0,0,3,0
2020/2/8,英国,3,0,0,0,0,0,3,0
2020/2/9,英国,8,0,0,5,0,0,8,1.666666667
2020/2/10,英国,8,0,0,0,0,0,8,0
2020/2/11,英国,8,0,0,0,0,0,8,0
2020/2/12,英国,9,0,0,1,0,0,9,0.125
2020/2/13,英国,9,0,0,0,0,0,9,0
2020/2/14,英国,9,0,0,0,0,0,9,0
2020/2/15,英国,9,8,0,0,8,0,1,0
2020/2/16,英国,9,8,0,0,0,0,1,0
2020/2/17,英国,9,8,0,0,0,0,1,0
2020/2/18,英国,9,8,0,0,0,0,1,0
2020/2/19,英国,9,8,0,0,0,0,1,0
2020/2/20,英国,9,8,0,0,0,0,1,0
2020/2/21,英国,9,8,0,0,0,0,1,0
2020/2/22,英国,9,8,0,0,0,0,1,0
2020/2/23,英国,13,8,0,4,0,0,5,4
2020/2/24,英国,13,8,0,0,0,0,5,0
2020/2/25,英国,13,8,0,0,0,0,5,0
2020/2/26,英国,13,8,0,0,0,0,5,0
2020/2/27,英国,16,8,0,3,0,0,8,0.6
2020/2/28,英国,20,8,0,4,0,0,12,0.5
2020/2/29,英国,23,8,0,3,0,0,15,0.25
2020/3/1,英国,36,8,0,13,0,0,28,0.866666667
2020/3/2,英国,40,8,0,4,0,0,32,0.142857143
2020/3/3,英国,51,8,0,11,0,0,43,0.34375
2020/3/4,英国,85,8,0,34,0,0,77,0.790697674
2020/3/5,英国,116,8,1,31,0,1,107,0.402597403
2020/3/6,英国,163,8,2,47,0,1,153,0.439252336
2020/3/7,英国,206,8,2,43,0,0,196,0.281045752
2020/3/8,英国,273,18,2,67,10,0,253,0.341836735
2020/3/9,英国,321,18,5,48,0,3,298,0.18972332
2020/3/10,英国,383,18,6,62,0,1,359,0.208053691
2020/3/11,英国,460,18,8,77,0,2,434,0.21448468
2020/3/12,英国,590,18,10,130,0,2,562,0.299539171
2020/3/13,英国,798,18,10,208,0,0,770,0.370106762
2020/3/14,英国,1140,18,21,342,0,11,1101,0.444155844
2020/3/15,英国,1372,18,35,232,0,14,1319,0.21071753
2020/3/16,英国,1543,18,35,171,0,0,1490,0.129643669
2020/3/17,英国,1950,52,56,407,34,21,1842,0.273154362
2020/3/18,英国,2626,52,71,676,0,15,2503,0.3669924
2020/3/19,英国,3269,79,144,643,27,73,3046,0.25689173
2020/3/20,英国,3983,79,177,714,0,33,3727,0.234405778
2020/3/21,英国,5027,98,234,1044,19,57,4695,0.280118057
2020/3/22,英国,5683,98,281,656,0,47,5304,0.13972311
2020/3/23,英国,6650,98,335,967,0,54,6217,0.182315234
2020/3/24,英国,8077,98,422,1427,0,87,7557,0.229531929
2020/3/25,英国,9529,140,465,1452,42,43,8924,0.192139738
2020/3/26,英国,11658,140,578,2129,0,113,10940,0.238570148
2020/3/27,英国,14579,140,759,2921,0,181,13680,0.267001828
2020/3/28,英国,17089,151,1019,2510,11,260,15919,0.183479532
2020/3/29,英国,19780,151,1231,2691,0,212,18398,0.169043282
2020/3/30,英国,22453,171,1411,2673,20,180,20871,0.145287531
2020/3/31,英国,25481,179,1793,3028,8,382,23509,0.145081692
2020/4/1,英国,29474,179,2352,3993,0,559,26943,0.169849845
2020/4/2,英国,34167,191,2926,4693,12,574,31050,0.174182533
2020/4/3,英国,38668,205,3611,4501,14,685,34852,0.144959742
2020/4/4,英国,42449,215,4320,3781,10,709,37914,0.108487318
